[0, -15, -45, 45, 0, 0, 0, 103.0, -174.0, -367.0, -103.0, -8.0, -46.0, 113.0]
[0, -20, -45, 45, 0, 0, 0, 103.0, -206.0, -366.0, -103.0, 24.0, -47.0, 116.0]
[0, -10, -45, 45, 0, 0, 0, 103.0, -142.0, -365.0, -103.0, -40.0, -48.0, 120.0]
[0, -15, -40, 45, 0, 0, 0, 112.0, -183.0, -364.0, -112.0, 1.0, -49.0, 122.0]
[0, -10, -40, 45, 0, 0, 0, 112.0, -151.0, -363.0, -112.0, -31.0, -50.0, 127.0]
[0, -20, -40, 45, 0, 0, 0, 112.0, -214.0, -363.0, -112.0, 32.0, -50.0, 127.0]
[0, -25, -45, 45, 0, 0, 0, 103.0, -237.0, -363.0, -103.0, 55.0, -50.0, 127.0]
[0, -15, -35, 45, 0, 0, 0, 119.0, -192.0, -362.0, -119.0, 10.0, -51.0, 130.0]
[0, -10, -35, 45, 0, 0, 0, 119.0, -161.0, -361.0, -119.0, -21.0, -52.0, 132.0]
[0, -5, -45, 45, 0, 0, 0, 103.0, -110.0, -360.0, -103.0, -72.0, -53.0, 136.0]
[0, -20, -35, 45, 0, 0, 0, 119.0, -224.0, -360.0, -119.0, 42.0, -53.0, 137.0]
[0, -10, -30, 45, 0, 0, 0, 126.0, -171.0, -359.0, -126.0, -11.0, -54.0, 138.0]
[0, -5, -40, 45, 0, 0, 0, 112.0, -119.0, -359.0, -112.0, -63.0, -54.0, 139.0]
[0, -15, -30, 45, 0, 0, 0, 126.0, -203.0, -359.0, -126.0, 21.0, -54.0, 139.0]
[0, -25, -40, 45, 0, 0, 0, 112.0, -246.0, -359.0, -112.0, 64.0, -54.0, 140.0]
[0, -5, -35, 45, 0, 0, 0, 119.0, -129.0, -358.0, -119.0, -53.0, -55.0, 141.0]
[0, -10, -25, 45, 0, 0, 0, 132.0, -183.0, -358.0, -132.0, 1.0, -55.0, 143.0]
[0, -5, -30, 45, 0, 0, 0, 126.0, -140.0, -357.0, -126.0, -42.0, -56.0, 144.0]
[0, -30, -45, 45, 0, 0, 0, 103.0, -269.0, -356.0, -103.0, 87.0, -57.0, 146.0]
[0, -5, -25, 45, 0, 0, 0, 132.0, -151.0, -356.0, -132.0, -31.0, -57.0, 147.0]
[0, -15, -25, 45, 0, 0, 0, 132.0, -214.0, -356.0, -132.0, 32.0, -57.0, 147.0]
[5, -15, -45, 45, 0, 0, 0, 135.0, -174.0, -356.0, -135.0, -8.0, -57.0, 147.0]
[0, -20, -30, 45, 0, 0, 0, 126.0, -234.0, -356.0, -126.0, 52.0, -57.0, 148.0]
[5, -20, -45, 45, 0, 0, 0, 135.0, -206.0, -356.0, -135.0, 24.0, -57.0, 148.0]
[0, -10, -20, 45, 0, 0, 0, 137.0, -194.0, -355.0, -137.0, 12.0, -58.0, 149.0]
[0, -5, -20, 45, 0, 0, 0, 137.0, -163.0, -355.0, -137.0, -19.0, -58.0, 150.0]
[0, -25, -35, 45, 0, 0, 0, 119.0, -255.0, -354.0, -119.0, 73.0, -59.0, 152.0]
[5, -10, -45, 45, 0, 0, 0, 134.0, -142.0, -354.0, -134.0, -40.0, -59.0, 152.0]
[0, -5, -15, 45, 0, 0, 0, 141.0, -175.0, -354.0, -141.0, -7.0, -59.0, 153.0]
[0, -5, -10, 45, 0, 0, 0, 143.0, -187.0, -353.0, -143.0, 5.0, -60.0, 155.0]
[0, -10, -15, 45, 0, 0, 0, 141.0, -206.0, -353.0, -141.0, 24.0, -60.0, 155.0]
[5, -15, -40, 45, 0, 0, 0, 143.0, -183.0, -353.0, -143.0, 1.0, -60.0, 155.0]
[0, -15, -20, 45, 0, 0, 0, 137.0, -225.0, -353.0, -137.0, 43.0, -60.0, 156.0]
[0, 0, -10, 45, 0, 0, 0, 143.0, -157.0, -352.0, -143.0, -25.0, -61.0, 157.0]
[0, 0, 10, 45, 0, 0, 0, 143.0, -207.0, -352.0, -143.0, 25.0, -61.0, 157.0]
[5, -25, -45, 45, 0, 0, 0, 134.0, -237.0, -352.0, -134.0, 55.0, -61.0, 157.0]
[0, 0, -45, 45, 0, 0, 0, 103.0, -79.0, -352.0, -103.0, -103.0, -61.0, 158.0]
[0, 0, -40, 45, 0, 0, 0, 112.0, -88.0, -352.0, -112.0, -94.0, -61.0, 158.0]
[0, 0, -35, 45, 0, 0, 0, 119.0, -98.0, -352.0, -119.0, -84.0, -61.0, 158.0]
[0, 0, -30, 45, 0, 0, 0, 126.0, -109.0, -352.0, -126.0, -73.0, -61.0, 158.0]
[0, 0, -25, 45, 0, 0, 0, 132.0, -120.0, -352.0, -132.0, -62.0, -61.0, 158.0]
[0, 0, -20, 45, 0, 0, 0, 137.0, -132.0, -352.0, -137.0, -50.0, -61.0, 158.0]
[0, 0, -15, 45, 0, 0, 0, 141.0, -144.0, -352.0, -141.0, -38.0, -61.0, 158.0]
[0, 0, -5, 45, 0, 0, 0, 145.0, -169.0, -352.0, -145.0, -13.0, -61.0, 158.0]
[0, 0, 0, 45, 0, 0, 0, 146.0, -182.0, -352.0, -146.0, 0.0, -61.0, 158.0]
[0, 0, 5, 45, 0, 0, 0, 145.0, -195.0, -352.0, -145.0, 13.0, -61.0, 158.0]
[0, 0, 15, 45, 0, 0, 0, 141.0, -220.0, -352.0, -141.0, 38.0, -61.0, 158.0]
[0, 0, 20, 45, 0, 0, 0, 137.0, -232.0, -352.0, -137.0, 50.0, -61.0, 158.0]
[0, 0, 25, 45, 0, 0, 0, 132.0, -244.0, -352.0, -132.0, 62.0, -61.0, 158.0]
[0, 0, 30, 45, 0, 0, 0, 126.0, -255.0, -352.0, -126.0, 73.0, -61.0, 158.0]
[0, 0, 35, 45, 0, 0, 0, 119.0, -266.0, -352.0, -119.0, 84.0, -61.0, 158.0]
[0, 0, 40, 45, 0, 0, 0, 112.0, -276.0, -352.0, -112.0, 94.0, -61.0, 158.0]
[0, 0, 45, 45, 0, 0, 0, 103.0, -285.0, -352.0, -103.0, 103.0, -61.0, 158.0]
[0, -5, -5, 45, 0, 0, 0, 145.0, -200.0, -352.0, -145.0, 18.0, -61.0, 158.0]
[0, -20, -25, 45, 0, 0, 0, 132.0, -245.0, -352.0, -132.0, 63.0, -61.0, 158.0]
[0, -30, -40, 45, 0, 0, 0, 112.0, -277.0, -352.0, -112.0, 95.0, -61.0, 159.0]
[5, -10, -40, 45, 0, 0, 0, 143.0, -151.0, -352.0, -143.0, -31.0, -61.0, 159.0]
[5, -20, -40, 45, 0, 0, 0, 143.0, -214.0, -352.0, -143.0, 32.0, -61.0, 159.0]
[0, -10, -10, 45, 0, 0, 0, 143.0, -218.0, -351.0, -143.0, 36.0, -62.0, 160.0]
[0, -5, 0, 45, 0, 0, 0, 146.0, -213.0, -351.0, -146.0, 31.0, -62.0, 162.0]
[5, -15, -35, 45, 0, 0, 0, 150.0, -192.0, -350.0, -150.0, 10.0, -63.0, 163.0]
[0, -5, 5, 45, 0, 0, 0, 145.0, -225.0, -350.0, -145.0, 43.0, -63.0, 164.0]
[0, -15, -15, 45, 0, 0, 0, 141.0, -237.0, -350.0, -141.0, 55.0, -63.0, 164.0]
[0, -25, -30, 45, 0, 0, 0, 126.0, -265.0, -350.0, -126.0, 83.0, -63.0, 164.0]
[5, -10, -35, 45, 0, 0, 0, 150.0, -161.0, -350.0, -150.0, -21.0, -63.0, 164.0]
[5, -5, -45, 45, 0, 0, 0, 134.0, -110.0, -349.0, -134.0, -72.0, -64.0, 165.0]
[0, -5, 10, 45, 0, 0, 0, 143.0, -238.0, -349.0, -143.0, 56.0, -64.0, 166.0]
[0, -10, -5, 45, 0, 0, 0, 145.0, -231.0, -349.0, -145.0, 49.0, -64.0, 166.0]
[5, -5, -40, 45, 0, 0, 0, 142.0, -119.0, -348.0, -142.0, -63.0, -65.0, 168.0]
[0, -5, 15, 45, 0, 0, 0, 141.0, -250.0, -348.0, -141.0, 68.0, -65.0, 169.0]
[0, -20, -20, 45, 0, 0, 0, 137.0, -256.0, -348.0, -137.0, 74.0, -65.0, 169.0]
[5, -20, -35, 45, 0, 0, 0, 150.0, -224.0, -348.0, -150.0, 42.0, -65.0, 169.0]
[5, -25, -40, 45, 0, 0, 0, 142.0, -246.0, -348.0, -142.0, 64.0, -65.0, 169.0]
[0, -35, -45, 45, 0, 0, 0, 103.0, -300.0, -348.0, -103.0, 118.0, -65.0, 170.0]
[0, -10, 0, 45, 0, 0, 0, 146.0, -243.0, -347.0, -146.0, 61.0, -66.0, 171.0]
[0, -15, -10, 45, 0, 0, 0, 143.0, -249.0, -347.0, -143.0, 67.0, -66.0, 171.0]
[0, -30, -35, 45, 0, 0, 0, 119.0, -286.0, -347.0, -119.0, 104.0, -66.0, 171.0]
[5, -10, -30, 45, 0, 0, 0, 157.0, -171.0, -347.0, -157.0, -11.0, -66.0, 171.0]
[0, -5, 20, 45, 0, 0, 0, 137.0, -262.0, -346.0, -137.0, 80.0, -67.0, 172.0]
[5, -15, -30, 45, 0, 0, 0, 157.0, -203.0, -347.0, -157.0, 21.0, -66.0, 172.0]
[5, -5, -35, 45, 0, 0, 0, 150.0, -129.0, -346.0, -150.0, -53.0, -67.0, 173.0]
[5, -30, -45, 45, 0, 0, 0, 134.0, -269.0, -346.0, -134.0, 87.0, -67.0, 173.0]
[0, -5, 25, 45, 0, 0, 0, 132.0, -274.0, -345.0, -132.0, 92.0, -68.0, 175.0]
[0, -25, -25, 45, 0, 0, 0, 132.0, -275.0, -345.0, -132.0, 93.0, -68.0, 175.0]
[0, -10, 5, 45, 0, 0, 0, 145.0, -256.0, -345.0, -145.0, 74.0, -68.0, 176.0]
[5, -5, -30, 45, 0, 0, 0, 157.0, -140.0, -345.0, -157.0, -42.0, -68.0, 176.0]
[0, -5, 30, 45, 0, 0, 0, 126.0, -285.0, -344.0, -126.0, 103.0, -69.0, 177.0]
[5, -10, -25, 45, 0, 0, 0, 163.0, -183.0, -345.0, -163.0, 1.0, -68.0, 177.0]
[0, -5, 35, 45, 0, 0, 0, 119.0, -296.0, -344.0, -119.0, 114.0, -69.0, 179.0]
[0, -15, -5, 45, 0, 0, 0, 145.0, -261.0, -343.0, -145.0, 79.0, -70.0, 179.0]
