[0, -5, -45, 95, 0, 0, 0, 145.0, -54.0, -200.0, -145.0, -128.0, 200.0, 278.0, 0]
[0, -5, -40, 95, 0, 0, 0, 157.0, -67.0, -199.0, -157.0, -115.0, 199.0, 278.0, 0]
[0, -5, -25, 95, 0, 0, 0, 186.0, -112.0, -195.0, -186.0, -70.0, 195.0, 278.0, 0]
[0, -5, -15, 95, 0, 0, 0, 198.0, -146.0, -192.0, -198.0, -36.0, 192.0, 278.0, 0]
[0, -5, -5, 95, 0, 0, 0, 204.0, -181.0, -189.0, -204.0, -1.0, 189.0, 278.0, 0]
[0, -5, 5, 95, 0, 0, 0, 204.0, -216.0, -186.0, -204.0, 34.0, 186.0, 278.0, 0]
[0, -5, 15, 95, 0, 0, 0, 198.0, -251.0, -183.0, -198.0, 69.0, 183.0, 278.0, 0]
[0, -5, 40, 95, 0, 0, 0, 157.0, -330.0, -176.0, -157.0, 148.0, 176.0, 278.0, 0]
[0, -10, -35, 95, 0, 0, 0, 168.0, -99.0, -206.0, -168.0, -83.0, 206.0, 278.0, 0]
[0, -10, -30, 95, 0, 0, 0, 178.0, -114.0, -203.0, -178.0, -68.0, 203.0, 278.0, 0]
[0, -10, -5, 95, 0, 0, 0, 204.0, -197.0, -189.0, -204.0, 15.0, 189.0, 278.0, 0]
[0, -10, 10, 95, 0, 0, 0, 202.0, -250.0, -179.0, -202.0, 68.0, 179.0, 278.0, 0]
[0, -10, 15, 95, 0, 0, 0, 198.0, -267.0, -176.0, -198.0, 85.0, 176.0, 278.0, 0]
[0, -15, -40, 95, 0, 0, 0, 157.0, -103.0, -216.0, -157.0, -79.0, 216.0, 278.0, 0]
[0, -15, -10, 95, 0, 0, 0, 202.0, -196.0, -191.0, -202.0, 14.0, 191.0, 278.0, 0]
[0, -15, 0, 95, 0, 0, 0, 205.0, -231.0, -182.0, -205.0, 49.0, 182.0, 278.0, 0]
[0, -15, 5, 95, 0, 0, 0, 204.0, -248.0, -177.0, -204.0, 66.0, 177.0, 278.0, 0]
[0, -15, 15, 95, 0, 0, 0, 198.0, -282.0, -168.0, -198.0, 100.0, 168.0, 278.0, 0]
[0, -15, 40, 95, 0, 0, 0, 157.0, -358.0, -148.0, -157.0, 176.0, 148.0, 278.0, 0]
[15, -30, -30, 95, 0, 0, 0, 227.0, -187.0, -161.0, -227.0, 5.0, 161.0, 278.0, 0]
[15, -30, -25, 95, 0, 0, 0, 233.0, -201.0, -151.0, -233.0, 19.0, 151.0, 278.0, 0]
[15, -30, 0, 95, 0, 0, 0, 240.0, -276.0, -105.0, -240.0, 94.0, 105.0, 278.0, 0]
[15, -30, 5, 95, 0, 0, 0, 237.0, -292.0, -96.0, -237.0, 110.0, 96.0, 278.0, 0]
[15, -30, 20, 95, 0, 0, 0, 219.0, -337.0, -74.0, -219.0, 155.0, 74.0, 278.0, 0]
[15, -30, 35, 95, 0, 0, 0, 189.0, -378.0, -57.0, -189.0, 196.0, 57.0, 278.0, 0]
[15, -35, -15, 95, 0, 0, 0, 239.0, -247.0, -127.0, -239.0, 65.0, 127.0, 278.0, 0]
[15, -35, -10, 95, 0, 0, 0, 240.0, -261.0, -117.0, -240.0, 79.0, 117.0, 278.0, 0]
[15, -35, -5, 95, 0, 0, 0, 240.0, -275.0, -106.0, -240.0, 93.0, 106.0, 278.0, 0]
[15, -35, 0, 95, 0, 0, 0, 238.0, -290.0, -96.0, -238.0, 108.0, 96.0, 278.0, 0]
[15, -35, 30, 95, 0, 0, 0, 196.0, -374.0, -46.0, -196.0, 192.0, 46.0, 278.0, 0]
[15, -35, 40, 95, 0, 0, 0, 172.0, -398.0, -35.0, -172.0, 216.0, 35.0, 278.0, 0]
[15, -40, -35, 95, 0, 0, 0, 219.0, -213.0, -169.0, -219.0, 31.0, 169.0, 278.0, 0]
[15, -40, -25, 95, 0, 0, 0, 231.0, -237.0, -145.0, -231.0, 55.0, 145.0, 278.0, 0]
[15, -40, -20, 95, 0, 0, 0, 235.0, -249.0, -133.0, -235.0, 67.0, 133.0, 278.0, 0]
[15, -40, 35, 95, 0, 0, 0, 180.0, -393.0, -23.0, -180.0, 211.0, 23.0, 278.0, 0]
[15, -40, 40, 95, 0, 0, 0, 167.0, -404.0, -17.0, -167.0, 222.0, 17.0, 278.0, 0]
[15, -40, 45, 95, 0, 0, 0, 153.0, -414.0, -12.0, -153.0, 232.0, 12.0, 278.0, 0]
[15, -45, -45, 95, 0, 0, 0, 201.0, -213.0, -190.0, -201.0, 31.0, 190.0, 278.0, 0]
[30, -65, 30, 95, 0, 0, 0, 147.0, -396.0, 100.0, -147.0, 214.0, -100.0, 278.0, 0]
[30, -65, 45, 95, 0, 0, 0, 100.0, -414.0, 117.0, -100.0, 232.0, -117.0, 278.0, 0]
[30, -70, -40, 95, 0, 0, 0, 230.0, -314.0, -85.0, -230.0, 132.0, 85.0, 278.0, 0]
[30, -70, -30, 95, 0, 0, 0, 234.0, -324.0, -50.0, -234.0, 142.0, 50.0, 278.0, 0]
[30, -70, -20, 95, 0, 0, 0, 232.0, -335.0, -17.0, -232.0, 153.0, 17.0, 278.0, 0]
[30, -70, 15, 95, 0, 0, 0, 179.0, -377.0, 86.0, -179.0, 195.0, -86.0, 278.0, 0]
[30, -70, 20, 95, 0, 0, 0, 166.0, -383.0, 98.0, -166.0, 201.0, -98.0, 278.0, 0]
[30, -70, 40, 95, 0, 0, 0, 106.0, -404.0, 130.0, -106.0, 222.0, -130.0, 278.0, 0]
[30, -75, -40, 95, 0, 0, 0, 224.0, -330.0, -74.0, -224.0, 148.0, 74.0, 278.0, 0]
[30, -75, -20, 95, 0, 0, 0, 225.0, -346.0, -5.0, -225.0, 164.0, 5.0, 278.0, 0]
[30, -75, -5, 95, 0, 0, 0, 210.0, -359.0, 45.0, -210.0, 177.0, -45.0, 278.0, 0]
[30, -75, 0, 95, 0, 0, 0, 202.0, -364.0, 60.0, -202.0, 182.0, -60.0, 278.0, 0]
[30, -75, 10, 95, 0, 0, 0, 182.0, -373.0, 89.0, -182.0, 191.0, -89.0, 278.0, 0]
[30, -75, 15, 95, 0, 0, 0, 170.0, -378.0, 101.0, -170.0, 196.0, -101.0, 278.0, 0]
[30, -80, -45, 95, 0, 0, 0, 213.0, -342.0, -80.0, -213.0, 160.0, 80.0, 278.0, 0]
[30, -80, -40, 95, 0, 0, 0, 217.0, -345.0, -62.0, -217.0, 163.0, 62.0, 278.0, 0]
[30, -80, -20, 95, 0, 0, 0, 218.0, -355.0, 8.0, -218.0, 173.0, -8.0, 278.0, 0]
[30, -80, -15, 95, 0, 0, 0, 214.0, -358.0, 25.0, -214.0, 176.0, -25.0, 278.0, 0]
[30, -80, -10, 95, 0, 0, 0, 209.0, -361.0, 42.0, -209.0, 179.0, -42.0, 278.0, 0]
[50, -15, -25, 95, 0, 0, 0, 276.0, -147.0, 11.0, -276.0, -35.0, -11.0, 278.0, 0]
[50, -15, -20, 95, 0, 0, 0, 277.0, -163.0, 19.0, -277.0, -19.0, -19.0, 278.0, 0]
[50, -15, -15, 95, 0, 0, 0, 277.0, -179.0, 26.0, -277.0, -3.0, -26.0, 278.0, 0]
[50, -15, -10, 95, 0, 0, 0, 276.0, -196.0, 32.0, -276.0, 14.0, -32.0, 278.0, 0]
[50, -15, -5, 95, 0, 0, 0, 274.0, -214.0, 37.0, -274.0, 32.0, -37.0, 278.0, 0]
[50, -15, 0, 95, 0, 0, 0, 271.0, -231.0, 40.0, -271.0, 49.0, -40.0, 278.0, 0]
[50, -15, 5, 95, 0, 0, 0, 267.0, -248.0, 43.0, -267.0, 66.0, -43.0, 278.0, 0]
[50, -15, 10, 95, 0, 0, 0, 262.0, -265.0, 44.0, -262.0, 83.0, -44.0, 278.0, 0]
[50, -15, 15, 95, 0, 0, 0, 256.0, -282.0, 44.0, -256.0, 100.0, -44.0, 278.0, 0]
[50, -15, 30, 95, 0, 0, 0, 233.0, -330.0, 36.0, -233.0, 148.0, -36.0, 278.0, 0]
[50, -15, 35, 95, 0, 0, 0, 224.0, -344.0, 31.0, -224.0, 162.0, -31.0, 278.0, 0]
