[0, -25, -45, 65, 0, 0, 0, 132.0, -186.0, -322.0, -132.0, 4.0, -91.0, 160.0]
[0, -20, -45, 65, 0, 0, 0, 132.0, -158.0, -321.0, -132.0, -24.0, -92.0, 163.0]
[0, -30, -45, 65, 0, 0, 0, 132.0, -214.0, -320.0, -132.0, 32.0, -93.0, 165.0]
[0, -15, -45, 65, 0, 0, 0, 132.0, -130.0, -318.0, -132.0, -52.0, -95.0, 171.0]
[0, -20, -40, 65, 0, 0, 0, 143.0, -170.0, -317.0, -143.0, -12.0, -96.0, 173.0]
[0, -25, -40, 65, 0, 0, 0, 143.0, -197.0, -317.0, -143.0, 15.0, -96.0, 173.0]
[0, -35, -45, 65, 0, 0, 0, 132.0, -242.0, -316.0, -132.0, 60.0, -97.0, 174.0]
[0, -15, -40, 65, 0, 0, 0, 143.0, -142.0, -315.0, -143.0, -40.0, -98.0, 178.0]
[0, -30, -40, 65, 0, 0, 0, 143.0, -225.0, -314.0, -143.0, 43.0, -99.0, 179.0]
[0, -20, -35, 65, 0, 0, 0, 153.0, -182.0, -312.0, -153.0, 0.0, -101.0, 183.0]
[0, -10, -45, 65, 0, 0, 0, 132.0, -103.0, -312.0, -132.0, -79.0, -101.0, 184.0]
[0, -15, -35, 65, 0, 0, 0, 153.0, -155.0, -311.0, -153.0, -27.0, -102.0, 186.0]
[0, -25, -35, 65, 0, 0, 0, 153.0, -209.0, -311.0, -153.0, 27.0, -102.0, 186.0]
[0, -10, -40, 65, 0, 0, 0, 143.0, -115.0, -310.0, -143.0, -67.0, -103.0, 189.0]
[0, -40, -45, 65, 0, 0, 0, 132.0, -270.0, -310.0, -132.0, 88.0, -103.0, 189.0]
[0, -35, -40, 65, 0, 0, 0, 143.0, -252.0, -309.0, -143.0, 70.0, -104.0, 190.0]
[5, -25, -45, 65, 0, 0, 0, 160.0, -186.0, -309.0, -160.0, 4.0, -104.0, 191.0]
[5, -20, -45, 65, 0, 0, 0, 159.0, -158.0, -308.0, -159.0, -24.0, -105.0, 192.0]
[0, -10, -35, 65, 0, 0, 0, 153.0, -128.0, -308.0, -153.0, -54.0, -105.0, 193.0]
[0, -20, -30, 65, 0, 0, 0, 162.0, -195.0, -308.0, -162.0, 13.0, -105.0, 193.0]
[0, -30, -35, 65, 0, 0, 0, 153.0, -236.0, -308.0, -153.0, 54.0, -105.0, 193.0]
